Family,Name,Base Ticker,Dissemination(s),Learn more
Benchmark Reference Rate,Kaiko MORPHO Reference Rate,KK_RFR_MORPHOUSD,"Daily Fixing SGP, LDN, NYC, Real-time (5s)","<a href=""https://explorer.kaiko.com/rates/KK_RFR_MORPHOUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko PEPE Reference Rate,KK_RFR_PEPEUSD,"Daily Fixing SGP, LDN, NYC, Real-time (5s)","<a href=""https://explorer.kaiko.com/rates/KK_RFR_PEPEUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko COMP Benchmark Reference Rate,KK_BRR_COMPUSD,"Daily Fixing SGP, LDN, NYC, Real-time (5s)","<a href=""https://explorer.kaiko.com/rates/KK_BRR_COMPUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko PEPE Benchmark Reference Rate,KK_BRR_PEPEUSD,"Daily Fixing SGP, LDN, NYC, Real-time (5s)","<a href=""https://explorer.kaiko.com/rates/KK_BRR_PEPEUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko TRUMP Reference Rate,KK_RFR_TRUMPUSD,"Daily Fixing SGP, LDN, NYC, Real-time (5s)","<a href=""https://explorer.kaiko.com/rates/KK_RFR_TRUMPUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko PAXG Reference Rate,KK_RFR_PAXGUSD,"Daily Fixing SGP, LDN, NYC, Real-time (5s)","<a href=""https://explorer.kaiko.com/rates/KK_RFR_PAXGUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko APU Reference Rate ,KK_RFR_APUUSD,"Daily Fixing SGP, LDN, NYC, Real-time (5s)","<a href=""https://explorer.kaiko.com/rates/KK_RFR_APUUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko FWOG Reference Rate ,KK_RFR_FWOGUSD,"Daily Fixing SGP, LDN, NYC, Real-time (5s)","<a href=""https://explorer.kaiko.com/rates/KK_RFR_FWOGUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko GIGA Reference Rate ,KK_RFR_GIGAUSD,"Daily Fixing SGP, LDN, NYC, Real-time (5s)","<a href=""https://explorer.kaiko.com/rates/KK_RFR_GIGAUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko IP Reference Rate ,KK_RFR_IPUSD,"Daily Fixing SGP, LDN, NYC, Real-time (5s)","<a href=""https://explorer.kaiko.com/rates/KK_RFR_IPUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko ANIME Reference Rate,KK_RFR_ANIMEUSD,"Daily Fixing SGP, LDN, NYC","<a href=""https://explorer.kaiko.com/rates/KK_RFR_ANIMEUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko B3 Reference Rate,KK_RFR_B3USD,"Daily Fixing SGP, LDN, NYC","<a href=""https://explorer.kaiko.com/rates/KK_RFR_B3USD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko BERA Reference Rate,KK_RFR_BERAUSD,"Daily Fixing SGP, LDN, NYC, Real-time (5s)","<a href=""https://explorer.kaiko.com/rates/KK_RFR_BERAUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko KAITO Reference Rate,KK_RFR_KAITOUSD,"Daily Fixing SGP, LDN, NYC, Real-time (5s)","<a href=""https://explorer.kaiko.com/rates/KK_RFR_KAITOUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko ME Reference Rate ,KK_RFR_MEUSD,"Daily Fixing SGP, LDN, NYC, Real-time (5s)","<a href=""https://explorer.kaiko.com/rates/KK_RFR_MEUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko PENGU Reference Rate ,KK_RFR_PENGUUSD,"Daily Fixing SGP, LDN, NYC, Real-time (5s)","<a href=""https://explorer.kaiko.com/rates/KK_RFR_PENGUUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko PNUT Reference Rate ,KK_RFR_PNUTUSD,"Daily Fixing SGP, LDN, NYC, Real-time (5s)","<a href=""https://explorer.kaiko.com/rates/KK_RFR_PNUTUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko SPX Reference Rate ,KK_RFR_SPXUSD,"Daily Fixing SGP, LDN, NYC, Real-time (5s)","<a href=""https://explorer.kaiko.com/rates/KK_RFR_SPXUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko MELANIA Reference Rate,KK_RFR_MELANIAUSD,"Daily Fixing SGP, LDN, NYC","<a href=""https://explorer.kaiko.com/rates/KK_RFR_MELANIAUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko MOVE Reference Rate,KK_RFR_MOVEUSD,"Daily Fixing SGP, LDN, NYC","<a href=""https://explorer.kaiko.com/rates/KK_RFR_MOVEUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko ATOM Benchmark Reference Rate,KK_BRR_ATOMUSD,"Daily Fixing SGP, LDN, NYC, Real-time (5s)","<a href=""https://explorer.kaiko.com/rates/KK_BRR_ATOMUSD"" target=""_blank"">Explore performance</a>"
